FID,OBJECTID,DM_REF,LTBREFNO,CATEGORY,DATE_LISTED,STAT_LISTING,HSREF,SHAPE,SE_ANNO_CAD_DATA
LISTEDBUILDINGS.965,965,,C001,B,04/02/1965,"Statue of Robert Burns, Albert Square",24925,"POLYGON ((340202.75 730447.1, 340204.4 730445.050000001, 340206.83 730446.960000001, 340205.2 730449, 340202.75 730447.1))",
LISTEDBUILDINGS.966,966,,C003,B,04/02/1965,"Statue of George Kinloch, Albert Square",24934,"POLYGON ((340214.1 730490.199999999, 340215.35 730490.949999999, 340214.31 730492.59, 340213 730491.800000001, 340214.1 730490.199999999))",
LISTEDBUILDINGS.967,967,,C005,B,04/02/1965,"Statue of Queen Victoria, Albert Square",24944,"POLYGON ((340252.05 730497.949999999, 340251.53 730500, 340251 730502.1, 340248.2 730502.15, 340244.45 730501.050000001, 340244.7 730500, 340245.85 730496.15, 340252.05 730497.949999999))",
LISTEDBUILDINGS.968,968,,C002,B,04/02/1965,"Statue of James Carmichael, Albert Square",24930,"POLYGON ((340281.95 730510.65, 340281.5 730510.300000001, 340282.05 730508.550000001, 340283 730508.300000001, 340283.85 730508.6, 340284.45 730509.1, 340283.95 730510.75, 340283.05 730511, 340281.95 730510.65))",
LISTEDBUILDINGS.969,969,,C096,B,04/02/1965,"Courier Building, 22 Meadowside, 2 Courier Place, Euclid Cres",25339,"POLYGON ((340172.9 730428.6, 340173.4 730428.800000001, 340173.7 730428.9, 340173.95 730429.050000001, 340174.25 730429.35, 340174.45 730429.75, 340174.45 730430, 340170.4 730445.85, 340170.35 730446.1, 340170.35 730446.25, 340170.25 730446.4, 340170.15 730446.5, 340170 730446.6, 340169.85 730446.65, 340169.75 730446.75, 340169.55 730446.800000001, 340169.4 730446.85, 340168.85 730446.800000001, 340148.75 730441.449999999, 340148.35 730442.199999999, 340146.9 730442.300000001, 340146.35 730442.35, 340145.8 730442.300000001, 340145.1 730442.15, 340144.55 730441.9, 340143.95 730441.65, 340143.4 730441.35, 340143 730441.1, 340142.85 730440.949999999, 340141.65 730442.35, 340141.2 730442.25, 340139.6 730442.4, 340138 730442.5, 340134 730442.9, 340132 730443.199999999, 340130.1 730443.550000001, 340127.85 730444.050000001, 340124 730445.1, 340122.4 730445.699999999, 340120.1 730446.449999999, 340117.95 730447.300000001, 340117.82 730446.9, 340113.65 730436.1, 340119.67 730414.58, 340172.9 730428.6))",
LISTEDBUILDINGS.970,970,,C095,B,06/01/1981,"Head Post Office, 4 Meadowside",25336,"POLYGON ((340087.45 730444.550000001, 340067.55 730434.050000001, 340067.3 730434.35, 340063.4 730432.300000001, 340061.8 730431.550000001, 340061.5 730430.5, 340060.75 730430.6, 340058.45 730429.449999999, 340057.6 730427.35, 340058.6 730425.4, 340059.45 730424.9, 340059.2 730424.199999999, 340069.05 730405.65, 340069.9 730405.85, 340069.55 730404.85, 340070.4 730402.949999999, 340072.75 730401.9, 340074.55 730402.449999999, 340075.3 730403.300000001, 340075.64 730402.789999999, 340078.13 730403.380000001, 340081.95 730404.4, 340081.8 730405, 340085.05 730405.85, 340085.2 730405.300000001, 340092.08 730407.210000001, 340091.9 730407.800000001, 340095.35 730408.699999999, 340095.5 730408.050000001, 340110.62 730412.119999999, 340110.3 730413.1, 340116.8 730415, 340117.18 730413.84, 340119.67 730414.58, 340113.65 730436.1, 340117.82 730446.9, 340110.7 730451.34, 340106.2 730454.15, 340087.45 730444.550000001))",
LISTEDBUILDINGS.971,971,,C072,B,30/03/1994,"High School Preparatory Dept, 2 Euclid St",25193,"POLYGON ((340046.8 730454.35, 340044.27 730453.119999999, 340049.5 730442.949999999, 340064.35 730450.85, 340059.1 730460.5, 340056.5 730459.199999999, 340046.8 730454.35))",
LISTEDBUILDINGS.972,972,,C010,B,01/02/1995,"Former James Church, University of Abertay, 3 Bell St",24968,"POLYGON ((340064.6 730510.5, 340062.559 730509.955499999, 340057.62 730506.751800001, 340054.5 730504.730000001, 340053.79 730505.82, 340051.08 730504.0625, 340051.8514 730503.011499999, 340062.65 730485.9, 340075.52 730493.93, 340074.8 730495.02, 340072.77 730498.1, 340070.23 730501.939999999, 340064.6 730510.5))",
LISTEDBUILDINGS.973,973,,C231,B,30/03/1995,"Guardian Royal Exchange, Panmure St",25510,"POLYGON ((340232.2 730542.75, 340231.05 730547.449999999, 340217.5 730544.300000001, 340217.8 730543.08, 340222.25 730524.960000001, 340229.48 730526.720000001, 340232.57 730527.470000001, 340240.01 730529.279999999, 340248 730531.220000001, 340260.65 730534.300000001, 340258.85 730541.6, 340257.25 730542.35, 340251.6 730541, 340248.3 730553.6, 340241.4 730551.949999999, 340241.83 730550.16, 340243 730545.35, 340232.2 730542.75))",
LISTEDBUILDINGS.974,974,,C012,B,30/03/1994,"Bonar House, Dundee High School, 17 Bell St, 5 Royal Exchange Lane",24978,"POLYGON ((340250.5 730590.1, 340250 730590.1, 340245.5 730589, 340245.7 730588.199999999, 340232.4 730583.699999999, 340232.2 730584.4, 340226.9 730582.699999999, 340231.6 730567.699999999, 340231.9 730567.699999999, 340232.9 730564.4, 340233.2 730564.5, 340235.5 730557.199999999, 340260 730562.9, 340250.5 730590.1))",
LISTEDBUILDINGS.978,978,,C093,B,30/03/1995,49 Meadowside,25331,"POLYGON ((340310.9 730559.699999999, 340324 730563.300000001, 340324.45 730566.35, 340323.85 730568.5, 340321.55 730570.4, 340325.25 730571.9, 340326.4 730569.199999999, 340330.05 730570.550000001, 340328.25 730574.65, 340329.15 730575, 340327.85 730578.300000001, 340325 730577.25, 340322.8 730583.050000001, 340321.02 730582.369999999, 340314.8 730580, 340314.9 730579.4, 340304.85 730575.9, 340310.9 730559.699999999))",
LISTEDBUILDINGS.979,979,,C094,B,30/03/1995,"51, 53 Meadowside",25335,"POLYGON ((340304.85 730575.9, 340314.9 730579.4, 340314.8 730580, 340314 730582.15, 340320.4 730584.5, 340318 730592.449999999, 340299.25 730585.6, 340304.85 730575.9))",
LISTEDBUILDINGS.980,980,,C140,B,30/03/1995,"Former Union Bank of Scotland, 2-6 (even) Panmure St",25498,"POLYGON ((340313 730546.800000001, 340313 730546.65, 340313.05 730546.5, 340313.1 730546.300000001, 340313.15 730546.15, 340313.2 730546.050000001, 340313.3 730545.9, 340313.5 730545.699999999, 340313.95 730545.4, 340314.1 730545.35, 340314.35 730545.25, 340314.55 730545.15, 340314.8 730545.15, 340315 730545.1, 340315.8 730545.1, 340316.05 730545.15, 340325 730547.35, 340325.15 730546.85, 340326.1 730547.1, 340326 730547.550000001, 340327.55 730547.9, 340327.6 730547.449999999, 340329.05 730547.85, 340328.9 730548.25, 340330.35 730548.65, 340330.5 730548.199999999, 340331.45 730548.449999999, 340331.3 730548.85, 340335.55 730549.949999999, 340335.7 730549.5, 340338.9 730550.300000001, 340338.8 730550.6, 340344.14 730551.94, 340341.35 730561.9, 340340.8 730563.949999999, 340328.28 730560.83, 340325.15 730560.050000001, 340324 730563.300000001, 340310.9 730559.699999999, 340313 730546.800000001))",
LISTEDBUILDINGS.981,981,,C098,B,15/08/1985,"Meadow Place Buildings, Meadowside, Meadow Place, Bell St, Victoria Rd",25346,"POLYGON ((340240.4 730656, 340236.4 730656.15, 340223.7 730640, 340223.4 730639.6, 340223.2 730639.1, 340223 730638.35, 340223.05 730638.050000001, 340223.05 730637.800000001, 340223.1 730637.6, 340223.2 730637.4, 340223.25 730637.25, 340237.5 730608.050000001, 340240.65 730607.699999999, 340240.65 730608.4, 340243.15 730608.85, 340243.9 730607.35, 340257.75 730608.6, 340264.05 730609.300000001, 340265.5 730609.6, 340266.35 730609.800000001, 340266.55 730609.9, 340266.75 730610.050000001, 340266.9 730610.15, 340267.1 730610.35, 340267.25 730610.550000001, 340267.35 730610.699999999, 340269 730612.9, 340268.55 730613.6, 340240.4 730656))",
LISTEDBUILDINGS.982,982,,C013,B,30/03/1994,"Institute of Technology incl former boiler house & N wing, 40 Bell St",24983,"POLYGON ((340093.5 730538.6, 340100.1 730541.699999999, 340100.3 730541.4, 340105.2 730543.800000001, 340104.9 730544.4, 340104.4 730545.4, 340113.7 730549.9, 340114.1 730549.1, 340123.7 730553.800000001, 340123.3 730554.6, 340132.6 730559.199999999, 340133.2 730558, 340133.4 730557.5, 340136.7 730559.1, 340130.8 730570.9, 340132.7 730571.800000001, 340129.2 730579, 340134.2 730581.5, 340122.8 730606.5, 340120.4 730607.6, 340118.6 730612.4, 340097.7 730648.6, 340096.8 730650.199999999, 340034.4 730619.1, 340034.8 730618.4, 340029.3 730615.5, 340037.2 730601, 340042.1 730603.4, 340041.2 730605.199999999, 340042.2 730605.9, 340045.5 730599.4, 340056.9 730605.1, 340053.8 730611.300000001, 340056 730612.4, 340058.3 730607.699999999, 340068.1 730612.6, 340065.9 730617, 340069.1 730618.6, 340073 730620.5, 340075.3 730621.699999999, 340077.9 730622.9, 340077.6 730623.5, 340078.2 730623.800000001, 340080.2 730619.800000001, 340088.2 730623.800000001, 340086.3 730627.699999999, 340089.2 730629.1, 340091.1 730625.199999999, 340091.4 730625.4, 340099.5 730609.199999999, 340098.9 730609, 340100.7 730605.4, 340097.6 730603.9, 340097.9 730603.300000001, 340084.5 730597.199999999, 340084.2 730597.699999999, 340079.4 730595.300000001, 340079.6 730594.9, 340067.1 730588.9, 340066.7 730589.199999999, 340063.7 730587.800000001, 340063.7 730587.4, 340052.9 730582.4, 340056.7 730575.300000001, 340057.8 730573.199999999, 340067.7 730577.800000001, 340068 730577.199999999, 340069.2 730577.800000001, 340072.3 730571.699999999, 340074.6 730572.9, 340080 730561.800000001, 340066.4 730555.4, 340076.6 730534.800000001, 340078 730532.1, 340081.5 730533.800000001, 340081.3 730534.1, 340083.2 730535, 340092.9 730539.800000001, 340093.5 730538.6))",
LISTEDBUILDINGS.983,983,,C135,B,30/03/1995,"43, 45 North Lindsay St",25483,"POLYGON ((339961.7 730325.24, 339959.2 730327.949999999, 339951.23 730320.630000001, 339941.55 730311.75, 339941.28 730311.5, 339961.66 730289.41, 339972.89 730299.07, 339979.76 730305.68, 339961.7 730325.24))",
LISTEDBUILDINGS.984,984,,C200,B,30/03/1995,"Barrack Street Museum, 2 Ward Rd",25610,"POLYGON ((340068 730375.25, 340068.6 730375.699999999, 340067.6 730377.65, 340067 730377.35, 340063.85 730383.550000001, 340062.6 730383.800000001, 340061.8 730383.6, 340044.1 730378.58, 340049.1 730361.550000001, 340054.2 730355.99, 340060.23 730349.42, 340070.55 730358.699999999, 340073.2 730361.15, 340074.05 730362.050000001, 340074.35 730362.65, 340074.4 730362.949999999, 340074.35 730363.300000001, 340074.25 730363.550000001, 340074.1 730363.75, 340070.8 730369.85, 340071.55 730370.300000001, 340070.65 730371.9, 340070 730371.6, 340068 730375.25))",
LISTEDBUILDINGS.985,985,,C202,B,30/03/1995,"Baptist Church, 6 Ward Rd",25614,"POLYGON ((340018.2 730351.65, 340017.25 730351.33, 340018.5 730346.699999999, 340031.38 730353.449999999, 340033.1 730354.35, 340031 730357.699999999, 340028.1 730368.550000001, 340029.45 730368.949999999, 340028.2 730373.65, 340026.7 730373.199999999, 340026.6 730373.6, 340015.43 730370.449999999, 340015.65 730370, 340012.32 730369.17, 340013.57 730364.58, 340014.6 730364.85, 340018.2 730351.65))",
LISTEDBUILDINGS.975,975,,C144,B,04/02/1965,"Trinity Hall (formerly Panmure St Congregational Church) incl railings, Panmure St",25513,"POLYGON ((340193.7 730541.199999999, 340195.3 730538.85, 340197.75 730535.300000001, 340198.65 730533.6, 340199.45 730531.75, 340199.55 730531.6, 340200.05 730530.449999999, 340200.55 730529.25, 340201.3 730526.949999999, 340201.45 730526.6, 340202.1 730524.800000001, 340202.25 730524.199999999, 340202.75 730522.550000001, 340203.25 730521.199999999, 340203.85 730519.699999999, 340203.9 730519.6, 340204.05 730519.199999999, 340204.15 730519.1, 340204.25 730518.800000001, 340204.35 730518.699999999, 340204.5 730518.6, 340204.7 730518.449999999, 340205.1 730518.25, 340205.3 730518.199999999, 340206.85 730517.9, 340207.45 730517.800000001, 340209.1 730518.050000001, 340214.7 730519.550000001, 340215.3 730519.699999999, 340215.1 730520.4, 340215.25 730520.550000001, 340216.15 730520.050000001, 340216.75 730520.9, 340216.05 730521.449999999, 340215.95 730521.6, 340217.85 730522.050000001, 340218.9 730523.699999999, 340218.45 730525.550000001, 340219.95 730525.949999999, 340219.6 730527.300000001, 340219.05 730527.15, 340215.19 730542.35, 340214.35 730545.65, 340209.3 730544.6, 340208.9 730545.949999999, 340208.3 730545.85, 340207.9 730547.35, 340206.5 730549.699999999, 340205.4 730549, 340198.05 730544.1, 340198.35 730542.75, 340197.8 730542.550000001, 340198.35 730540.699999999, 340198.9 730540.800000001, 340199.75 730537.4, 340199.3 730537.25, 340199.6 730536.050000001, 340200.05 730536.199999999, 340200.95 730532.6, 340200.55 730532.35, 340200.8 730531.35, 340201.35 730531.5, 340202.3 730527.85, 340201.8 730527.65, 340202.15 730526.4, 340202.65 730526.5, 340203.75 730522.15, 340204.35 730522.300000001, 340204.95 730520.550000001, 340206.7 730519.25, 340208.75 730519.75, 340209 730518.65, 340210.85 730519.050000001, 340210.85 730519.449999999, 340214.25 730520.300000001, 340214.6333 730519.6612, 340209.062 730518.1579, 340207.4528 730517.889699999, 340206.8691 730518.0001, 340205.0864 730518.3314, 340204.3923 730518.7732, 340204.203 730519.1676, 340203.9348 730519.719699999, 340203.1302 730521.7864, 340202.8304 730522.575200001, 340202.1836 730524.8627, 340201.4895 730526.811100001, 340200.6376 730529.2721, 340200.180100001 730530.471100001, 340199.5806 730531.764699999, 340198.7602 730533.6184, 340197.861 730535.353800001, 340195.3842 730538.879699999, 340193.7914 730541.2609, 340193.7 730541.199999999))",
LISTEDBUILDINGS.976,976,,C097,B,30/03/1995,"30 Meadowside, 2, 4 Royal Exchange Lane",25343,"POLYGON ((340273 730555.5, 340273.7 730552.550000001, 340276.2 730553.15, 340277.4 730548.25, 340294.3 730552.35, 340289.75 730565.199999999, 340276.35 730559.949999999, 340267.05 730557.9, 340267.9 730554.4, 340273 730555.5))",
LISTEDBUILDINGS.977,977,,C142,B,30/03/1995,10 Panmure St,25504,"POLYGON ((340381.15 730561.25, 340380.74 730562.85, 340378.6 730571.300000001, 340378.32 730571.23, 340368.4 730568.730000001, 340353.63 730565, 340356.17 730554.970000001, 340381.15 730561.25))",
LISTEDBUILDINGS.986,986,,C204,B,30/03/1995,14 Ward Rd,25618,"POLYGON ((339974.7 730344.5, 339974.9 730343.9, 339975.3 730342.300000001, 339975.8 730340.6, 339976 730339.9, 339977.6 730334.4, 339983.7 730336.199999999, 339984.3 730334.4, 339992.6 730336.9, 339992 730337.6, 339991.3 730338.4, 339997.98 730340.359999999, 339994.85 730351.5, 339991.35 730363.4, 339981.8 730360.800000001, 339970.9 730357.6, 339974.7 730344.5))",
LISTEDBUILDINGS.987,987,,M005,B,18/05/1987,"Frairfield House, 64, 66 Barrack St & return elevation to South Ward Road",24941,"POLYGON ((340074.47 730323.779999999, 340078.5 730306.4, 340081.2 730305.85, 340088.17 730311.77, 340088.75 730312.35, 340081.15 730346.9, 340080.4 730346.9, 340080.5 730347.35, 340080.7 730348.1, 340080.75 730348.5, 340080.7 730348.949999999, 340080.55 730349.35, 340080.3 730349.699999999, 340079.5 730350.5, 340079.65 730352.199999999, 340076.85 730352.800000001, 340076.45 730352, 340076.05 730351.85, 340075.6 730351.75, 340075.15 730351.550000001, 340074.75 730351.300000001, 340074.05 730350.85, 340073.4 730350.300000001, 340072.6 730349.65, 340071.85 730348.949999999, 340062.25 730340.1, 340067.9 730334.050000001, 340070.6 730336.550000001, 340071.35 730337.25, 340072.06 730334.19, 340074.47 730323.779999999))",
LISTEDBUILDINGS.988,988,,C009,B,30/03/1994,"Willison House, 56 Barrack St",24963,"POLYGON ((340104.5 730287.199999999, 340101.2 730292.199999999, 340096.7 730298.800000001, 340093.5 730296.5, 340094.4 730295.300000001, 340078.3 730283.800000001, 340091.1 730267, 340100 730255.5, 340099.9 730253.5, 340117.3 730266.4, 340117.8 730269.800000001, 340112.4 730276.699999999, 340108.8 730281.4, 340104.5 730287.199999999))",
LISTEDBUILDINGS.990,990,,C136,B,30/03/1995,26-36 (even) North Lindsay St,25486,"POLYGON ((340012 730195.5, 340014.5 730192.800000001, 340000 730178.699999999, 339994.3 730172.85, 339998.05 730167.15, 340000 730167.300000001, 340002.62 730167.5, 340005.2 730170.1, 340007.54 730167.76, 340009.1 730167.75, 340015.01 730161.289999999, 340021.59 730162.310000001, 340028.25 730168.75, 340031.35 730165.57, 340032.25 730165.65, 340036.3 730169.6, 340044.99 730178.09, 340033.75 730190.24, 340021.12 730203.970000001, 340012 730195.5))",
LISTEDBUILDINGS.991,991,,C008,B,30/03/1994,27-31 (odd) Bank St,24959,"POLYGON ((340130.49 730276.699999999, 340127.45 730274.449999999, 340126.28 730273.67, 340131.95 730266.75, 340132.4 730266.35, 340132.65 730266.199999999, 340132.9 730266.1, 340133.2 730266.1, 340133.5 730266.15, 340133.75 730266.35, 340133.95 730266.6, 340150.06 730279.050000001, 340159.05 730286, 340153.35 730293.35, 340149.1 730290.449999999, 340143.95 730286.65, 340130.49 730276.699999999))",
LISTEDBUILDINGS.992,992,,C006,B,30/03/1994,5 Bank St,24949,"POLYGON ((340220.45 730333.92, 340215 730342.050000001, 340211.7 730346.699999999, 340201.65 730336.300000001, 340202.57 730335.26, 340210.75 730326.199999999, 340220.45 730333.92))",
LISTEDBUILDINGS.993,993,,C159,B,04/02/1965,"38-40 Reform St, 1,3 Bank St",25533,"POLYGON ((340230.7 730358.4, 340230.7 730358.449999999, 340230.2 730358.130000001, 340219.74 730351.01, 340218.2 730353.199999999, 340212.45 730347.35, 340211.7 730346.699999999, 340215 730342.050000001, 340220.45 730333.92, 340220.65 730333.449999999, 340228.86 730338.91, 340231.03 730340.35, 340239 730345.65, 340230.7 730358.4))",
LISTEDBUILDINGS.994,994,,C160,B,04/02/1965,42-58 (even) Reform St,25535,"POLYGON ((340217.8 730377.25, 340210.57 730388.16, 340205.3 730396.18, 340194.39 730388.949999999, 340200.3 730381.449999999, 340208.43 730370.92, 340215.39 730361.890000001, 340220.4 730355.4, 340218.2 730353.199999999, 340219.74 730351.01, 340230.2 730358.130000001, 340224.85 730366.4, 340222.98 730369.27, 340217.8 730377.25))",
LISTEDBUILDINGS.995,995,,C161,B,04/02/1965,"Meadow House, 60-64 (even) Reform St",25538,"POLYGON ((340182.55 730415.300000001, 340175.4 730413.35, 340175.53 730413.1, 340177.17 730410.99, 340185.3 730400.5, 340185.41 730400.369999999, 340194.39 730388.949999999, 340205.3 730396.18, 340205.45 730396.25, 340205.35 730396.5, 340198.2 730407.15, 340192.7 730415.4, 340192.35 730415.300000001, 340192 730415.65, 340191.2 730416.15, 340190.75 730416.35, 340190.3 730416.5, 340189.85 730416.6, 340189.7 730416.9, 340182.55 730415.300000001))",
LISTEDBUILDINGS.996,996,,W082,B,06/01/1981,40 Perth Rd,25587,"POLYGON ((339718.25 729804.23, 339730.34 729805.890000001, 339729.18 729815.58, 339725.29 729815.109999999, 339720.58 729814.529999999, 339716.85 729814.08, 339716.88 729813.880000001, 339718.25 729804.23))",
LISTEDBUILDINGS.997,997,,W083,B,30/06/1989,"Seabraes Gentlemens Lavatories, by 40 Perth Rd",25589,"POLYGON ((339712.79 729803.59, 339718.25 729804.23, 339716.88 729813.880000001, 339716.85 729814.08, 339716.58 729815.99, 339711.98 729815.43, 339711.15 729815.18, 339711.65 729811.640000001, 339712.79 729803.59))",
LISTEDBUILDINGS.998,998,,W079,B,06/01/1981,2-8 (even) Perth Rd,25581,"POLYGON ((339788.8 729821.35, 339789.3 729811.800000001, 339806 729813.9, 339803.95 729823.25, 339788.8 729821.35))",
LISTEDBUILDINGS.999,999,,C133,B,04/02/1965,"Spring Grove (formerly Caird Rest) incl balustraded steps & boundary walls, 172 Nethergate",25477,"MULTIPOLYGON (((339842.2551 729830.718900001, 339848.1109 729832.3442, 339848 729832.699999999, 339842.2 729831, 339836.55 729829.9, 339835.58 729829.66, 339834.78 729829.460000001, 339833.95 729829.25, 339831.06 729828.529999999, 339830.2 729828.310000001, 339829.55 729828.15, 339823.2 729826.6, 339818.85 729825.4, 339818.9316 729825.0809, 339823.321000001 729826.1763, 339824 729823.800000001, 339823.5 729823.65, 339822.55 729822.15, 339821.6 729822, 339825.05 729808.300000001, 339832 729810.050000001, 339831.8 729810.85, 339841.9 729813.4, 339842.05 729812.6, 339842.4 729812.699999999, 339842.8 729812.199999999, 339843 729812.050000001, 339843.2 729811.800000001, 339843.4 729811.65, 339843.65 729811.5, 339844 729811.4, 339844.4 729811.35, 339844.65 729811.25, 339845.5 729811.25, 339845.8 729811.35, 339846.05 729811.4, 339847.2 729811.6, 339847.4 729811.800000001, 339847.6 729812, 339847.9 729812.300000001, 339848 729812.449999999, 339848.15 729812.699999999, 339848.2 729812.85, 339848.3 729813.1, 339848.35 729813.25, 339848.35 729814.15, 339848.8 729814.300000001, 339848.15 729817.199999999, 339852.8 729818.699999999, 339852.1 729821.65, 339851.6 729821.5, 339849.4 729828.199999999, 339845.4 729827.25, 339845.3 729827.800000001, 339844.55 729827.6, 339843.6 729828.300000001, 339843.3 729828.6, 339842.7 729828.449999999, 339842.2551 729830.718900001)), ((339864.6709 729768.084000001, 339864.5587 729768.6427, 339835.7363 729764.206800001, 339835.84 729763.550000001, 339864.6709 729768.084000001)))",
LISTEDBUILDINGS.1000,1000,,C108,B,04/02/1965,"Mercat Cross, Nethergate",25386,"POLYGON ((340136.56 730066.07, 340138.43 730065.77, 340140.03 730066.74, 340140.54 730068.710000001, 340139.29 730070.74, 340137.34 730071.119999999, 340135.76 730070.039999999, 340135.26 730067.92, 340136.56 730066.07))",
LISTEDBUILDINGS.1001,1001,,C132,B,04/02/1965,"Spring Grove Cottage incl boundary walls & railings, 170 Nethergate",25474,"MULTIPOLYGON (((339849.2 729828.85, 339849.4 729828.199999999, 339851.6 729821.5, 339852.1 729821.65, 339864.8 729825.75, 339862.6 729833.1, 339849.2 729828.85)), ((339848 729832.699999999, 339848.1864 729832.1019, 339874.795 729840.524, 339875.8186 729834.6097, 339876.8422 729830.287799999, 339880.9367 729812.9999, 339882.8702 729803.7872, 339883.6664 729796.394400001, 339884.4625 729790.7075, 339885.7136 729783.3147, 339887.7609 729772.0548, 339864.5587 729768.6427, 339864.6709 729768.084000001, 339888.3 729771.800000001, 339888.2 729772.449999999, 339887.88 729774.32, 339887.7 729775.41, 339887.37 729777.380000001, 339886.37 729783.300000001, 339885.17 729790.199999999, 339885.06 729790.789999999, 339884.95 729791.4, 339884.4 729794.199999999, 339884.2 729796.449999999, 339884.15 729797.25, 339883.3 729803.9, 339883.05 729805.1, 339883.05 729805.35, 339882.8 729806.449999999, 339882.65 729807, 339882.15 729809.65, 339881.35 729813.300000001, 339879.05 729823.75, 339877.4 729830.4, 339876.8 729833.6, 339876.6 729834.199999999, 339876.4 729834.85, 339876.4 729835.199999999, 339876.3 729835.6, 339876.3 729836.15, 339876.15 729836.85, 339876.05 729837.35, 339876 729837.800000001, 339875.9 729838.300000001, 339875.8 729838.550000001, 339875.1 729841.35, 339872.75 729840.550000001, 339868 729838.85, 339864.35 729837.65, 339863.8 729837.5, 339861.5 729836.699999999, 339857.75 729835.5, 339855.4 729834.85, 339848 729832.699999999)))",
LISTEDBUILDINGS.1002,1002,,C131,B,04/02/1965,166 Nethergate incl boundary walls & garden terracing,25471,"POLYGON ((339877.4 729830.4, 339879.05 729823.75, 339881.35 729813.300000001, 339882.15 729809.65, 339882.65 729807, 339882.8 729806.449999999, 339883.05 729805.35, 339883.05 729805.1, 339883.3 729803.9, 339884.15 729797.25, 339884.2 729796.449999999, 339884.4 729794.199999999, 339884.95 729791.4, 339885.06 729790.789999999, 339885.17 729790.199999999, 339886.37 729783.300000001, 339887.37 729777.380000001, 339887.7 729775.41, 339887.88 729774.32, 339888.2 729772.449999999, 339892.52 729773.029999999, 339910.25 729775.4, 339910.07 729777.039999999, 339909.93 729778.380000001, 339909.37 729783.550000001, 339908.7 729789.810000001, 339908.47 729792, 339908.32 729793.390000001, 339907.95 729796.800000001, 339907.75 729798.050000001, 339907.65 729798.4, 339907.6 729798.949999999, 339907.55 729799.25, 339907.4 729799.800000001, 339905.8 729806.300000001, 339903.3 729817.800000001, 339903.2 729818.050000001, 339902.6 729820.15, 339902.55 729820.449999999, 339902.35 729821.5, 339901.75 729823.5, 339899.35 729831.800000001, 339899.9 729831.9, 339899.365 729833.8454, 339899.2 729833.800000001, 339895.45 729843.6, 339893.35 729848.800000001, 339881.15 729843.6, 339878.15 729842.449999999, 339878 729842.4, 339875.3 729841.4, 339875.1 729841.35, 339875.8 729838.550000001, 339875.9 729838.300000001, 339876 729837.800000001, 339876.05 729837.35, 339876.15 729836.85, 339876.3 729836.15, 339876.3 729835.6, 339876.4 729835.199999999, 339876.4 729834.85, 339876.6 729834.199999999, 339876.8 729833.6, 339877.4 729830.4))",
LISTEDBUILDINGS.989,989,,C203,B,30/03/1995,"10, 12 Ward Rd",25616,"MULTIPOLYGON (((340017.95 730346.25, 340018.5 730346.699999999, 340017.25 730351.33, 340013.57 730364.58, 340012.32 730369.17, 340012.22 730369.630000001, 340000 730366.1, 339999.48 730365.85, 339996.74 730365.08, 339991.35 730363.4, 339994.85 730351.5, 339997.98 730340.359999999, 340000 730340.949999999, 340017.95 730346.25), (340002.1827 730356.991, 340010 730359.199999999, 340011.3 730354.5, 340012.5 730350.4, 340001.6 730347.300000001, 339999.023 730356.003599999, 340002.1827 730356.991)))",
LISTEDBUILDINGS.1003,1003,,C130,B,04/02/1965,164 Nethergate incl boundary walls & railings,25467,"MULTIPOLYGON (((339902.6 729846.6, 339897.35 729844.4, 339901.35 729834.699999999, 339899.35 729833.9, 339899.9 729831.9, 339899.35 729831.800000001, 339901.75 729823.5, 339906.5 729825.5, 339904.4 729830.449999999, 339918.75 729836.4, 339916.8 729841.1, 339912.8 729850.85, 339906 729848.050000001, 339904.25 729852.4, 339904.5027 729853.1943, 339910.5666 729855.887, 339910.45 729856.15, 339904.6 729853.5, 339899.8 729851.65, 339893.35 729848.800000001, 339893.4689 729848.5055, 339900.1509 729851.501599999, 339901.1 729851.1, 339902.6 729846.6)), ((339910.1691 729776.136700001, 339910.25 729775.4, 339910.55 729775.5, 339925.55 729779.039999999, 339925.8 729779.1, 339929.1 729779.9, 339936.4 729781.65, 339936.2332 729782.1828, 339910.1691 729776.136700001)))",
LISTEDBUILDINGS.1004,1004,,C129,B,04/02/1965,"Formerly Tayside House incl boundary walls, railings, steps, 162 Nethergate",25464,"MULTIPOLYGON (((339920.05 729854.800000001, 339918.8 729854.300000001, 339919.2 729853.5, 339912.8 729850.85, 339916.8 729841.1, 339922.4 729843.5, 339924.35 729843.4, 339925 729843.5, 339926 729843.6, 339926.2 729843.65, 339926.4 729843.75, 339926.75 729843.9, 339927.05 729844.15, 339927.4 729844.449999999, 339927.55 729844.550000001, 339929 729846.15, 339934.15 729848.300000001, 339930.05 729858.050000001, 339924.3 729855.65, 339923.75 729856.300000001, 339922.55 729855.800000001, 339921.2 729858.949999999, 339923.24 729859.82, 339925.05 729860.6, 339924.7457 729861.6183, 339924.6089 729862.0759, 339929.1223 729864.046399999, 339929 729864.300000001, 339924.53 729862.34, 339922.4 729861.4, 339920.58 729860.6, 339917.94 729859.439999999, 339914.98 729858.140000001, 339910.45 729856.15, 339910.5845 729855.8467, 339915.121 729857.784399999, 339915.65 729856.449999999, 339918.65 729857.75, 339920.05 729854.800000001)), ((339936.4 729781.65, 339964.06 729788.23, 339965 729788.449999999, 339964.7087 729789.146500001, 339936.2112 729782.2531, 339936.4 729781.65)))",
